Round,Rank,Value,Name,Team,Pos,Inj,g,m/g,p/g,3/g,r/g,a/g,s/g,b/g,fg%,fga/g,ft%,fta/g,to/g,pV,3V,rV,aV,sV,bV,fg%V,ft%V,toV,ftm/g,Zscore
11,125,-0.218351596,Bogdan Bogdanovic,ATL,SG/SF,,54,27.9345679,14,2.703703704,3.055555556,2.777777778,0.796296296,0.333333333,0.446808511,11.31481481,0.831168831,1.425925926,1.203703704,-0.445871945,1.001553013,-1.15537134,-0.482923023,-0.48289279,-0.611667524,-0.753189209,0.118222843,0.846975611,1.185185185,-0.177404371
11,126,-0.219677047,Cole Anthony,ORL,PG,,60,25.86305556,13.01666667,1.25,4.8,3.916666667,0.616666667,0.516666667,0.454098361,10.16666667,0.894117647,2.833333333,1.516666667,-0.596694478,-0.342427094,-0.431300928,0.021527078,-0.994192991,-0.250426002,-0.575056576,0.724191723,0.46728585,2.533333333,-0.309495952
13,150,-0.30557992,Norman Powell,LAC,SG/SF,,60,26.11805556,16.98333333,1.9,2.916666667,1.816666667,0.833333333,0.3,0.478873239,11.83333333,0.812274368,4.616666667,1.683333333,0.011708283,0.258511782,-1.213020258,-0.908629694,-0.377470069,-0.677347801,-0.259860737,0.15080501,0.265084202,3.75,-0.50308295
9,102,-0.13623218,John Collins,ATL,PF/C,,71,29.99530516,13.11267606,0.985915493,6.507042254,1.197183099,0.591549296,1.028169014,0.507779349,9.957746479,0.803370787,2.507042254,1.112676056,-0.581968668,-0.586578858,0.277244873,-1.183018664,-1.065687414,0.757442471,0.179306162,0.019759229,0.957411252,2.014084507,-0.520723624
12,137,-0.266646853,Mason Plumlee,LAC,C,,79,25.99556962,10.84810127,0,8.860759494,3.101265823,0.582278481,0.594936709,0.679752066,6.126582278,0.635782748,3.962025316,1.481012658,-0.929306539,-1.498078778,1.25420749,-0.339639883,-1.092075986,-0.096202061,1.569550982,-1.778818545,0.510541645,2.518987342,-0.557984628
16,189,-0.395364345,Deni Avdija,WAS,SF/PF,Questionable - back tightness,76,26.58311404,9.171052632,0.907894737,6.407894737,2.776315789,0.855263158,0.381578947,0.436960276,7.618421053,0.739393939,2.171052632,1.618421053,-1.186530326,-0.658710713,0.236091494,-0.483570585,-0.31504872,-0.516603966,-0.615528678,-0.362214038,0.343836423,1.605263158,-0.587154083
19,224,-0.460731394,Dillon Brooks,MEM,SG/SF,,73,30.33287671,14.34246575,1.95890411,3.342465753,2.589041096,0.890410959,0.219178082,0.39556004,13.57534247,0.779220779,2.109589041,1.424657534,-0.393344942,0.312969889,-1.03628289,-0.566520501,-0.215003545,-0.836599979,-1.867910458,-0.122802355,0.578912239,1.643835616,-0.610943827
15,178,-0.370377937,Malik Monk,SAC,SG,,77,22.32900433,13.51948052,1.857142857,2.636363636,3.87012987,0.636363636,0.25974026,0.448492462,10.33766234,0.888888889,2.688311688,1.896103896,-0.519573469,0.218889439,-1.329366256,0.000914451,-0.938127271,-0.756675928,-0.665046308,0.648635059,0.006948852,2.38961039,-0.62780932
15,176,-0.368743557,Isaiah Stewart,DET,PF/C,,50,28.28,11.34,1.34,8.06,1.4,0.4,0.68,0.442176871,8.82,0.738255034,2.98,1.36,-0.853859678,-0.259220173,0.921834477,-1.093184609,-1.610915913,0.071407354,-0.646676533,-0.505432339,0.657355399,2.2,-0.698208381
6,71,-0.024737338,Robert Williams,BOS,C,,35,23.53095238,7.971428571,0,8.342857143,1.428571429,0.628571429,1.371428571,0.747058824,4.857142857,0.609756098,1.171428571,0.971428571,-1.370527281,-1.498078778,1.039240616,-1.080529415,-0.960307116,1.433803953,1.696003759,-0.611015874,1.128774098,0.714285714,-0.714933174
11,124,-0.215142872,Alex Caruso,CHI,PG/SG,Probable - ankle,67,23.51318408,5.582089552,0.820895522,2.925373134,2.880597015,1.462686567,0.686567164,0.454545455,4.268656716,0.808219178,1.089552239,1.149253731,-1.737001346,-0.739143344,-1.209406445,-0.437381114,1.413929464,0.084347349,-0.246140724,0.021475455,0.913034855,0.880597015,-0.772818843
10,119,-0.198962911,Bobby Portis,MIL,PF/C,,70,25.97809524,14.1,1.357142857,9.6,1.5,0.414285714,0.228571429,0.495641345,11.47142857,0.768,1.785714286,1.157142857,-0.43053406,-0.243371235,1.56104568,-1.04889143,-1.570252863,-0.818091252,0.014997188,-0.159031917,0.90346369,1.371428571,-0.779157729
12,143,-0.295033815,Tari Eason,HOU,SF/PF,,82,21.5504065,9.268292683,0.719512195,6.048780488,1.073170732,1.170731707,0.573170732,0.448484848,8.048780488,0.751724138,1.768292683,1.231707317,-1.171615759,-0.832874394,0.087033149,-1.237947684,0.582905214,-0.139089923,-0.520685552,-0.236030738,0.81300135,1.329268293,-0.845125812
10,115,-0.17728191,Keegan Murray,SAC,SF/PF,Probable - right thumb soreness,80,29.77166667,12.2,2.575,4.6375,1.225,0.7625,0.525,0.452685422,9.775,0.765432099,1.0125,0.75,-0.72195387,0.882563692,-0.498750163,-1.170697674,-0.579091024,-0.234005933,-0.572583112,-0.098432534,1.39741343,0.775,-0.846151043
7,76,-0.049179885,Onyeka Okongwu,ATL,C,,80,23.10729167,9.8875,0.05,7.2,1.0125,0.7,1.3375,0.637826962,6.2125,0.780612245,2.45,1.0125,-1.076642454,-1.451852711,0.564872376,-1.26482068,-0.756991867,1.366950814,1.229801483,-0.132881758,1.078945834,1.9125,-0.890099667
15,180,-0.373675071,Aleksej Pokusevski,OKC,SF/PF/C,Injured - right ankle (0g) - 11/10/2023,34,20.62794118,8.117647059,1.117647059,4.676470588,1.882352941,0.588235294,1.264705882,0.43373494,7.323529412,0.628571429,1.029411765,1.264705882,-1.348100458,-0.464790213,-0.482574554,-0.879535155,-1.075120433,1.22351668,-0.625016871,-0.484421795,0.772967164,0.647058824,-0.891894319
12,135,-0.262742302,Jalen Duren,DET,PF/C,Probable - ankle,67,24.92810945,9.134328358,0,8.880597015,1.119402985,0.656716418,0.880597015,0.648241206,5.940298507,0.611464968,2.343283582,1.373134328,-1.192163052,-1.498078778,1.262441493,-1.217469949,-0.880194839,0.466665378,1.261329427,-1.208631103,0.641420702,1.432835821,-1.014309283
12,134,-0.262558116,Patrick Williams,CHI,PF,,82,28.3300813,10.15853659,1.402439024,3.987804878,1.219512195,0.87804878,0.853658537,0.463810931,8.256097561,0.857142857,1.280487805,1.231707317,-1.035071175,-0.201493962,-0.768420553,-1.173128397,-0.250191417,0.413585577,-0.357938328,0.196633861,0.81300135,1.097560976,-1.027445916
14,159,-0.337185732,T.J. McConnell,IND,PG,,75,20.34977778,8.666666667,0.346666667,3.12,5.293333333,1.08,0.133333333,0.54318618,6.946666667,0.852941176,0.906666667,1.906666667,-1.263892464,-1.177578045,-1.128622242,0.631296517,0.324645258,-1.005749185,0.46304639,0.128048183,-0.005866006,0.773333333,-1.061543842
18,214,-0.438706407,Andrew Nembhard,IND,PG/SG,Questionable - kidney stone,75,27.64622222,9.453333333,1.226666667,2.653333333,4.546666667,0.933333333,0.173333333,0.440993789,8.586666667,0.790322581,0.826666667,1.68,-1.143234437,-0.363999259,-1.322322606,0.300574109,-0.09282872,-0.926932853,-0.644020331,-0.024721799,0.269128235,0.653333333,-1.172711471
17,197,-0.411902365,Malik Beasley,LAL,SG/SF,,81,25.83888889,12.65432099,2.901234568,3.49382716,1.530864198,0.802469136,0.111111111,0.394877268,11.56790123,0.769230769,0.802469136,1.111111111,-0.65227064,1.184174514,-0.973456976,-1.035220695,-0.465322337,-1.049536036,-1.604542644,-0.07025633,0.959309859,0.617283951,-1.180803259
11,129,-0.255642935,Jarred Vanderbilt,LAL,PF/C,Questionable - left heel soreness,78,24.09722222,7.935897436,0.371794872,7.461538462,2.358974359,1.064102564,0.269230769,0.54767184,5.782051282,0.690647482,1.782051282,1.243589744,-1.375977006,-1.154346482,0.673429723,-0.668424374,0.279394582,-0.737975749,0.419335028,-0.53480761,0.798585473,1.230769231,-1.183502945
14,166,-0.352658935,Tim Hardaway Jr.,DAL,SG/SF,,71,30.31361502,14.35211268,2.985915493,3.535211268,1.816901408,0.690140845,0.169014085,0.401416765,11.92957746,0.76969697,2.323943662,0.845070423,-0.391865308,1.262463837,-0.956279583,-0.90852572,-0.785055099,-0.935443537,-1.545905179,-0.195392884,1.282073053,1.788732394,-1.195543677
14,164,-0.347487176,Josh Richardson,NOR,SG/SF,Questionable - right foot,65,23.53179487,10.06153846,1.646153846,2.692307692,2.676923077,1.061538462,0.307692308,0.431407942,8.523076923,0.851851852,1.246153846,1.323076923,-1.049948636,0.023825594,-1.306145433,-0.527594777,0.272096086,-0.662190814,-0.752877312,0.17329987,0.702150841,1.061538462,-1.252911427
11,127,-0.23982786,Saddiq Bey,ATL,SF/PF,,77,27.64437229,13.79220779,1.961038961,4.701298701,1.532467532,0.909090909,0.168831169,0.422248804,10.85714286,0.861344538,3.090909091,0.922077922,-0.477742874,0.314943605,-0.472269095,-1.034510527,-0.161832683,-0.935803955,-1.093773369,0.513891361,1.188646793,2.662337662,-1.269984142
12,133,-0.260245791,Tyus Jones,MEM,PG,,80,24.24375,10.2875,1.5125,2.5,5.2125,1.0375,0.075,0.438028169,8.875,0.8,1.25,0.925,-1.015290915,-0.09974024,-1.385967012,0.595492864,0.203672685,-1.12068967,-0.701795298,-0.00299623,1.185101699,1,-1.314365096
21,242,-0.517960556,Jeremy Sochan,SAS,PF,,56,26.02857143,10.96428571,0.589285714,5.267857143,2.535714286,0.767857143,0.410714286,0.452898551,9.857142857,0.698275862,2.071428571,1.732142857,-0.911486303,-0.953271556,-0.23710643,-0.590140641,-0.56384238,-0.459195453,-0.574368987,-0.57810126,0.205868005,1.446428571,-1.328409056
19,218,-0.448525662,Justise Winslow,POR,SF/PF,,29,26.75114943,6.75862069,0.482758621,5,3.379310345,1.034482759,0.379310345,0.409090909,6.827586207,0.714285714,0.965517241,1.482758621,-1.556546356,-1.051758128,-0.348286486,-0.216485123,0.195084368,-0.521074039,-0.817363786,-0.228724834,0.508423426,0.689655172,-1.378079148
25,293,-0.608184451,Talen Horton-Tucker,UTA,SG/SF,,65,20.20333333,10.73846154,0.892307692,3.230769231,3.784615385,0.630769231,0.446153846,0.419249592,9.430769231,0.75,2.584615385,1.938461538,-0.946122954,-0.673121268,-1.082645012,-0.036962634,-0.954051262,-0.389365049,-0.991045591,-0.355906433,-0.044439859,1.938461538,-1.404564425
19,217,-0.448362463,Dennis Schroder,LAL,PG,,66,30.08989899,12.57575758,1.121212121,2.5,4.515151515,0.757575758,0.151515152,0.415384615,9.848484848,0.857142857,3.818181818,1.696969697,-0.664320606,-0.461494237,-1.385967012,0.286615047,-0.593107454,-0.96992358,-1.087275472,0.591670718,0.248540431,3.272727273,-1.444196927
20,229,-0.4721696,Bones Hyland,LAC,PG/SG,,56,19.38452381,11.76785714,2.089285714,2.410714286,3.071428571,0.696428571,0.267857143,0.399299475,10.19642857,0.843137255,1.821428571,1.464285714,-0.788235443,0.433510466,-1.423027031,-0.35285575,-0.767157629,-0.740682354,-1.353152964,0.211239364,0.530834939,1.535714286,-1.450668938
21,246,-0.522862818,Bennedict Mathurin,IND,SG/SF,,78,28.49188034,16.69230769,1.282051282,4.076923077,1.487179487,0.615384615,0.166666667,0.434279706,12.19230769,0.828193833,5.820512821,1.948717949,-0.032928894,-0.312794999,-0.731430065,-1.054570042,-0.997842239,-0.940068908,-1.022889391,0.443642219,-0.056883037,4.820512821,-1.492372586
12,142,-0.285939911,Caleb Martin,MIA,SF/PF,Questionable - left knee tendinosis,71,29.257277,9.61971831,1.183098592,4.845070423,1.647887324,1,0.436619718,0.46350365,7.718309859,0.805309735,1.591549296,1.098591549,-1.117714501,-0.404278874,-0.412593449,-0.983387432,0.096932179,-0.408151174,-0.338743293,0.01997863,0.974498716,1.281690141,-1.523633441
14,162,-0.344601686,Naz Reid,MIN,C,,68,18.39607843,11.48529412,1.102941176,4.897058824,1.132352941,0.617647059,0.779411765,0.537261698,8.485294118,0.677165354,1.867647059,1.352941176,-0.831574634,-0.478386116,-0.391014508,-1.211734002,-0.991402389,0.267289121,0.498554334,-0.629066209,0.665919233,1.264705882,-1.585349478
15,179,-0.370733684,Bol Bol,ORL,PF/C,,70,21.5052381,9.057142857,0.428571429,5.785714286,0.985714286,0.428571429,1.214285714,0.546025105,6.828571429,0.759259259,1.542857143,1.6,-1.204001676,-1.101855344,-0.022158321,-1.276684925,-1.529589814,1.124168363,0.48189798,-0.174564445,0.366185026,1.171428571,-1.619106766
15,173,-0.365071192,Dorian Finney-Smith,BKN,SF/PF,,66,30.43585859,8.348484848,1.727272727,4.787878788,1.515151515,0.833333333,0.545454545,0.391217565,7.590909091,0.762711864,0.893939394,0.939393939,-1.312694824,0.098821731,-0.436332107,-1.042180342,-0.377470069,-0.193702127,-1.095864994,-0.093856825,1.16763883,0.681818182,-1.652626052
23,266,-0.566641955,Cam Payne,PHO,PG/SG,,48,20.17430556,10.27083333,1.416666667,2.208333333,4.458333333,0.6875,0.166666667,0.415011038,9.4375,0.765625,1.333333333,1.6875,-1.017847229,-0.188340203,-1.50702974,0.261448467,-0.792572036,-0.940068908,-1.047330254,-0.128066849,0.260029161,1.020833333,-1.81415363
11,131,-0.258814364,Monte Morris,WAS,PG,Questionable - lower back spasms,62,27.33682796,10.25806452,1.258064516,3.387096774,5.258064516,0.693548387,0.209677419,0.47961165,8.306451613,0.831168831,1.241935484,0.967741935,-1.019805696,-0.334971277,-1.017757793,0.615674837,-0.775355825,-0.855320164,-0.177660441,0.102620326,1.133246761,1.032258065,-1.835408901
13,156,-0.327048899,Jalen McDaniels,PHI,SF/PF,,80,23.90916667,9.4375,0.9625,4.325,1.625,1.0375,0.425,0.455429498,7.7125,0.84057971,1.725,1.1625,-1.145662935,-0.608226981,-0.628460228,-0.993524955,0.203672685,-0.431046763,-0.425031643,0.187876378,0.896964351,1.45,-1.867053535
19,223,-0.459536135,Eric Gordon,LAC,SG/SF,,69,28.48405797,12.4057971,1.913043478,1.942028986,2.652173913,0.623188406,0.362318841,0.445635528,9.463768116,0.820809249,2.507246377,1.507246377,-0.690388948,0.270570756,-1.617565274,-0.538556969,-0.975629425,-0.55455424,-0.647468366,0.139052611,0.478714639,2.057971014,-1.897988226
20,232,-0.484616032,Luka Samanic,UTA,PF,,7,22.97380952,9.857142857,1.142857143,4.285714286,2.142857143,0.857142857,0.285714286,0.456140351,8.142857143,0.692307692,1.857142857,1.428571429,-1.081298598,-0.441482953,-0.644766637,-0.764149561,-0.309698319,-0.705496491,-0.43999831,-0.548817287,0.574163864,1.285714286,-1.910129724
19,219,-0.449280831,Jose Alvarado,NOR,PG,Questionable - ankle,61,21.47377049,9.016393443,1.360655738,2.31147541,3.049180328,1.098360656,0.163934426,0.411042945,8.016393443,0.8125,1.31147541,1.327868852,-1.210251774,-0.240123502,-1.46421833,-0.362710204,0.376907276,-0.945452538,-0.935732174,0.041716541,0.696337225,1.06557377,-1.923381535
14,167,-0.355192998,Patrick Beverley,CHI,PG/SG,,67,27.11119403,6.194029851,1.194029851,3.686567164,2.895522388,0.940298507,0.611940299,0.4,5.373134328,0.723076923,0.970149254,0.895522388,-1.643142648,-0.394172692,-0.893455957,-0.430770192,-0.073002954,-0.062698047,-0.713819279,-0.206539444,1.22086423,0.701492537,-1.956961594
12,141,-0.28588805,Grayson Allen,MIL,SG/SF,,72,27.38773148,10.41666667,2.027777778,3.291666667,2.263888889,0.861111111,0.194444444,0.439856373,7.736111111,0.904761905,1.75,1,-0.995479481,0.376645065,-1.057368179,-0.710540752,-0.298403027,-0.885335344,-0.593708222,0.497086534,1.094110958,1.583333333,-1.965530438
13,153,-0.310915703,Quentin Grimes,NYK,SG/SF,,71,29.87183099,11.25352113,2.211267606,3.225352113,2.112676056,0.661971831,0.366197183,0.468438538,8.478873239,0.795918367,1.38028169,0.971830986,-0.867123708,0.546285328,-1.084893507,-0.777517724,-0.86523576,-0.546912322,-0.312730924,-0.018398595,1.128285884,1.098591549,-1.969381275
13,147,-0.300816717,Austin Reaves,LAL,SG/SF,,64,28.79947917,13.015625,1.34375,3.015625,3.359375,0.515625,0.296875,0.528571429,7.65625,0.864150943,4.140625,1.546875,-0.596854248,-0.255753218,-1.171945404,-0.225315121,-1.281799354,-0.683505327,0.356149047,0.721036366,0.430636801,3.578125,-2.027805673
16,185,-0.384649627,Alec Burks,DET,PG/SG/SF,,51,22.00816993,12.78431373,1.941176471,3.098039216,2.235294118,0.745098039,0.156862745,0.435729847,9,0.813829787,3.68627451,1.137254902,-0.632332504,0.296580308,-1.137737553,-0.723206285,-0.6286242,-0.959386637,-0.740245402,0.135513677,0.927591954,3,-2.062346642
14,157,-0.332542431,Torrey Craig,PHO,SF/PF,,79,24.65527426,7.443037975,1.265822785,5.392405063,1.481012658,0.632911392,0.784810127,0.456,6.329113924,0.711111111,0.569620253,0.924050633,-1.451571222,-0.327798592,-0.18541005,-1.057301527,-0.947953784,0.277926098,-0.346047398,-0.140978885,1.186253481,0.405063291,-2.096863981
11,130,-0.256268251,Harrison Barnes,SAC,SF/PF,,82,32.46361789,15,1.609756098,4.463414634,1.56097561,0.695121951,0.12195122,0.472819216,9.646341463,0.847457627,5.036585366,1.048780488,-0.292493097,-0.009824902,-0.57100816,-1.021883393,-0.770876811,-1.028176597,-0.295326424,0.648245134,1.034929988,4.268292683,-2.142855282
10,117,-0.186537544,Kevon Looney,GSW,C,,82,23.87235772,7.048780488,0,9.268292683,2.524390244,0.634146341,0.609756098,0.630208333,4.682926829,0.606451613,1.890243902,0.548780488,-1.512041981,-1.498078778,1.423363191,-0.595156419,-0.944438609,-0.067001814,0.874318236,-1.001336654,1.641534931,1.146341463,-2.168322718
11,128,-0.241743695,Mark Williams,CHA,C,,43,19.25542636,9,0,7.069767442,0.418604651,0.651162791,1.046511628,0.637450199,5.837209302,0.690721649,2.255813953,0.930232558,-1.212766181,-1.498078778,0.51081646,-1.527875814,-0.896002758,0.79358491,1.151689521,-0.675814121,1.178753508,1.558139535,-2.334442383
16,188,-0.390047853,Aaron Nesmith,IND,SG/SF,,73,24.88127854,10.10958904,1.575342466,3.794520548,1.342465753,0.753424658,0.465753425,0.427118644,8.082191781,0.838028169,1.945205479,1.02739726,-1.042578693,-0.041641039,-0.848647507,-1.118668357,-0.604923201,-0.350745877,-0.7627607,0.198662366,1.060872331,1.630136986,-2.381713682
17,196,-0.408491096,De'Andre Hunter,ATL,SF/PF,Playing - mild right knee bone bruise,67,31.72661692,15.35820896,1.492537313,4.23880597,1.402985075,0.52238806,0.253731343,0.46107056,12.26865672,0.826086957,3.089552239,1.223880597,-0.237551421,-0.11819617,-0.664236975,-1.091862425,-1.262548889,-0.768515947,-0.572466857,0.216462019,0.822496804,2.552238806,-2.384881855
24,284,-0.593339013,Reggie Jackson,DEN,PG/SG,,68,24.36617647,10.19117647,1.411764706,2.117647059,3.426470588,0.691176471,0.088235294,0.4109375,9.411764706,0.91025641,1.147058824,1.691176471,-1.030064907,-0.19287217,-1.544671092,-0.195596352,-0.78210728,-1.094610736,-1.097785393,0.342087981,0.25556883,1.044117647,-2.532699142
21,244,-0.520575005,Gabe Vincent,MIA,PG/SG,,68,25.86176471,9.426470588,1.720588235,2.132352941,2.455882353,0.911764706,0.073529412,0.402116402,8.338235294,0.871794872,1.147058824,1.352941176,-1.147354614,0.092641776,-1.538567089,-0.625500742,-0.154221952,-1.123587329,-1.0762227,0.221718374,0.665919233,1,-2.56642408
14,168,-0.35571146,Marvin Bagley III,DET,PF/C,,42,23.58174603,12,0.452380952,6.404761905,0.857142857,0.452380952,0.714285714,0.528795812,9.095238095,0.75,2.571428571,1.095238095,-0.752629639,-1.079842931,0.234791142,-1.333633299,-1.461818064,0.138964211,0.428302626,-0.354104342,0.978567159,1.928571429,-2.626776346
17,203,-0.42084177,Marcus Morris,LAC,PF/C,Probable - left groin strain,65,28.08,11.2,1.723076923,3.969230769,1.753846154,0.646153846,0.323076923,0.426127527,9.892307692,0.781609195,1.338461538,0.861538462,-0.875332717,0.094942621,-0.776130149,-0.936454897,-0.910260286,-0.63187684,-0.94438003,-0.070177498,1.262093865,1.046153846,-2.62802087
12,140,-0.280190817,Daniel Gafford,WAS,C,,78,20.56645299,9.038461538,0,5.551282051,1.076923077,0.423076923,1.269230769,0.73164557,5.064102564,0.679144385,2.397435897,1.08974359,-1.206866995,-1.498078778,-0.119464627,-1.236285651,-1.545229448,1.232432555,1.660343627,-0.793801185,0.985233148,1.628205128,-2.646973669
18,206,-0.423578695,Max Strus,MIA,SG/SF,,80,28.39875,11.5375,2.4625,3.225,2.1375,0.525,0.15,0.410126582,9.875,0.876404494,1.1125,0.875,-0.823567356,0.77855504,-1.085039659,-0.76652241,-1.255114227,-0.972909047,-1.16232162,0.228948832,1.245762194,0.975,-2.662945991
17,204,-0.42210678,Jevon Carter,MIL,PG/SG,,81,22.35,8.037037037,1.75308642,2.49382716,2.432098765,0.814814815,0.358024691,0.42300885,6.975308642,0.815789474,0.469135802,0.962962963,-1.36046433,0.122687041,-1.388529186,-0.636035249,-0.43018143,-0.563015468,-0.699868169,0.017401112,1.139044657,0.382716049,-2.695893825
20,239,-0.508442569,Collin Sexton,UTA,PG/SG,,48,23.85625,14.27083333,1,2.1875,2.875,0.5625,0.125,0.506410256,9.75,0.819095477,4.145833333,1.770833333,-0.40433184,-0.573557431,-1.515677078,-0.43986021,-1.148373722,-1.022169254,0.156751732,0.212306347,0.158928337,3.395833333,-2.791502176
13,152,-0.307836399,Drew Eubanks,POR,PF/C,Questionable - ankle,78,20.30405983,6.641025641,0.08974359,5.358974359,1.320512821,0.512820513,1.307692308,0.640718563,4.282051282,0.664,1.602564103,0.858974359,-1.574582949,-1.415108914,-0.199286206,-1.128392009,-1.289782084,1.30821749,0.860929583,-0.59772716,1.26520466,1.064102564,-2.80553127
19,226,-0.460879407,Joe Ingles,MIL,SF/PF,,46,22.68623188,6.891304348,1.804347826,2.782608696,3.260869565,0.717391304,0.130434783,0.435483871,5.391304348,0.857142857,0.456521739,1.195652174,-1.53619549,0.170079305,-1.268663996,-0.26894631,-0.707489024,-1.011460514,-0.45035144,0.068369002,0.856743806,0.391304348,-2.820417336
16,184,-0.384226086,Kenyon Martin Jr.,HOU,SF/PF,,82,27.95182927,12.67073171,0.829268293,5.512195122,1.5,0.5,0.365853659,0.569444444,8.780487805,0.68018018,2.707317073,1.109756098,-0.649753583,-0.731402539,-0.135688525,-1.04889143,-1.326274564,-0.547589206,0.909015907,-0.88840461,0.960953775,1.841463415,-2.84620799
18,216,-0.445680118,Jalen Smith,IND,PF/C,,68,18.80588235,9.441176471,0.794117647,5.794117647,0.970588235,0.308823529,0.882352941,0.476377953,7.470588235,0.759124088,2.014705882,1.058823529,-1.145099043,-0.763900061,-0.01867032,-1.283384734,-1.870441849,0.47012527,-0.194626569,-0.227869428,1.02274567,1.529411765,-2.940854426
16,182,-0.379156625,Santi Aldama,MEM,PF/C,,77,21.84155844,9.038961039,1.220779221,4.818181818,1.25974026,0.584415584,0.623376623,0.47047619,6.818181818,0.75,1.87012987,0.779220779,-1.206790382,-0.369442328,-0.423754161,-1.155310108,-1.085992906,-0.040163817,-0.234652526,-0.258265884,1.361962491,1.402597403,-2.951308068
18,207,-0.425062803,Coby White,CHI,PG/SG,,74,23.3768018,9.662162162,1.72972973,2.864864865,2.756756757,0.72972973,0.081081081,0.442760943,8.027027027,0.871428571,0.945945946,1,-1.111204512,0.101093282,-1.234521746,-0.492233902,-0.672368763,-1.108707457,-0.583159572,0.181426486,1.094110958,0.824324324,-3.000057758
19,222,-0.455398776,Cam Reddish,POR,SF/PF,,40,24.74041667,9.675,1.125,2.2,1.425,0.975,0.35,0.445512821,7.8,0.853333333,1.875,1.175,-1.109235459,-0.457992262,-1.510488675,-1.082111314,0.025771842,-0.578827386,-0.537196716,0.269691763,0.881799228,1.6,-3.027081537
22,259,-0.555870688,Jonathan Kuminga,GSW,PF/C,,67,20.80870647,9.940298507,0.805970149,3.447761194,1.865671642,0.611940299,0.462686567,0.525150905,7.417910448,0.652173913,2.059701493,1.417910448,-1.06854428,-0.75294217,-0.992577678,-0.886923833,-1.007646189,-0.356788838,0.309409146,-0.833920225,0.587097871,1.343283582,-3.090599858
13,151,-0.307223999,Chris Boucher,TOR,PF/C,,76,20.04495614,9.368421053,0.815789474,5.539473684,0.381578947,0.618421053,0.842105263,0.493383743,6.960526316,0.761904762,2.210526316,0.539473684,-1.156258185,-0.743863995,-0.124365952,-1.544275675,-0.989199283,0.390820911,-0.017715297,-0.232984551,1.652826037,1.684210526,-3.127903518
22,253,-0.538706014,Theo Maledon,CHA,PG/SG,Probable - right shoulder,44,19.40037879,6.704545455,0.636363636,2.795454545,3.454545455,0.840909091,0.272727273,0.401574803,5.772727273,0.851351351,1.681818182,1.340909091,-1.564840353,-0.909747012,-1.263332041,-0.183161101,-0.35590633,-0.73108621,-0.753330665,0.232532908,0.680516678,1.431818182,-3.140157013
17,200,-0.41490743,Isaiah Jackson,IND,PF/C,,63,16.54470899,7.222222222,0.031746032,4.476190476,0.80952381,0.492063492,1.476190476,0.562893082,5.047619048,0.650684932,2.317460317,0.80952381,-1.485439687,-1.468728894,-0.565705263,-1.354725289,-1.348865148,1.64022768,0.47122855,-0.947357373,1.325198555,1.507936508,-3.145925434
19,228,-0.465736811,Grant Williams,BOS,SF/PF,,79,25.88164557,8.113924051,1.455696203,4.594936709,1.658227848,0.518987342,0.392405063,0.453781513,6.025316456,0.770491803,1.544303797,1.037974684,-1.348671489,-0.152256564,-0.516417002,-0.978807285,-1.272228739,-0.495272097,-0.34861992,-0.1273979,1.048039696,1.189873418,-3.158162407
21,241,-0.516852787,Kevin Love,MIA,PF/C,,62,19.99139785,8.209677419,1.596774194,6.435483871,1.870967742,0.258064516,0.193548387,0.389150943,6.838709677,0.879120879,1.467741935,1.129032258,-1.333984948,-0.021826949,0.247542977,-0.884578021,-2.014922989,-0.887100943,-1.008167413,0.313795457,0.937567747,1.290322581,-3.200155832
18,209,-0.433096393,Jordan Goodwin,WAS,PG,,62,17.84623656,6.564516129,0.612903226,3.306451613,2.709677419,0.935483871,0.419354839,0.447592068,5.693548387,0.768115942,1.112903226,0.919354839,-1.58631789,-0.931436662,-1.051231359,-0.513086838,-0.086707401,-0.442170036,-0.379091036,-0.099776779,1.191950465,0.85483871,-3.211601485
20,235,-0.498834182,Precious Achiuwa,TOR,PF/C,Questionable - left groin strain,55,20.73606061,9.236363636,0.527272727,5.963636364,0.909090909,0.563636364,0.545454545,0.485148515,7.345454545,0.701612903,2.254545455,1.072727273,-1.176512999,-1.010603886,0.051692189,-1.310623855,-1.145139161,-0.193702127,-0.102054545,-0.608440768,1.005877512,1.581818182,-3.22099528
15,169,-0.360484059,Kenrich Williams,OKC,SF/PF,Questionable - back,53,22.75188679,8.018867925,0.943396226,4.924528302,1.981132075,0.849056604,0.264150943,0.51734104,6.528301887,0.435897436,0.735849057,0.603773585,-1.363251088,-0.625888828,-0.379612691,-0.835782735,-0.33271514,-0.74798508,0.199934606,-0.733872338,1.574816762,0.320754717,-3.268244884
16,190,-0.401992045,Nicolas Batum,LAC,SF/PF,,78,21.91538462,6.128205128,1.58974359,3.833333333,1.551282051,0.692307692,0.564102564,0.419947507,4.884615385,0.708333333,0.615384615,0.641025641,-1.653238768,-0.028326892,-0.832537398,-1.026176979,-0.778887355,-0.156957916,-0.514672662,-0.156752632,1.529622199,0.435897436,-3.271731324
