Round,Rank,Value,Name,Team,Pos,Inj,g,m/g,p/g,3/g,r/g,a/g,s/g,b/g,fg%,fga/g,ft%,fta/g,to/g,pV,3V,rV,aV,sV,bV,fg%V,ft%V,toV,ftm/g,fgm/g,Zscore
2.0,14.0,0.467826544,Kristaps Porzingis,WAS,PF/C,,65.0,32.60846154,23.15384615,2.1076923080000003,8.4,2.676923077,0.892307692,1.5384615380000002,0.49803536299999995,15.66153846,0.850961538,6.4,2.1076923080000003,0.958134426,0.450527754,1.0629590279999999,-0.527594777,-0.209604658,1.762927099,0.077201869,0.885640457,-0.249752301,5.4461538460000005,7.8,8.76918694573259
2.0,21.0,0.285495075,Domantas Sabonis,SAC,PF/C,,79.0,34.62890295,19.11392405,0.39240506299999994,12.316455699999999,7.253164557000001,0.82278481,0.49367088600000003,0.615138593,11.87341772,0.7420091320000001,5.544303797,2.911392405,0.338495831,-1.13529192,2.68857095,1.4993680809999999,-0.407495527,-0.29573707899999996,1.9876051719999999,-0.8812506309999999,-1.224809206,4.113924051000001,7.303797468,8.570706473916646
1.0,12.0,0.49334560899999996,Jaren Jackson Jr.,MEM,PF/C,,63.0,28.37248677,18.61904762,1.5873015869999998,6.761904762,0.9523809520000001,1.031746032,3.0,0.506082725,13.04761905,0.7875816990000001,4.8571428569999995,1.698412698,0.262592255,-0.030584576000000002,0.38303121700000003,-1.291449318,0.187294512,4.64275462,0.208111512,-0.168429512,0.246789767,3.825396825,6.603174602999999,8.016676637010123
4.0,40.0,0.11810262,Anthony Edwards,MIN,SG/SF,,79.0,35.968565399999996,24.63291139,2.696202532,5.797468353999999,4.430379747,1.582278481,0.734177215,0.458792992,19.50632911,0.755924171,5.341772152,3.278481013,1.184991748,0.99461802,-0.017279534,0.249066935,1.754337501,0.17815858899999998,-0.9644505609999999,-0.646354387,-1.670164734,4.037974684,8.949367088999999,7.88773478852534
1.0,10.0,0.540989229,Jimmy Butler,MIA,SF/PF,,64.0,33.40833333,22.90625,0.5625,5.859375,5.3125,1.828125,0.328125,0.539414414,13.875,0.85045045,8.671875,1.578125,0.9201584140000001,-0.97803552,0.008416194,0.639786043,2.4541183490000003,-0.621930068,0.8647752890000001,1.1888903659999999,0.392723992,7.375,7.484375,7.825045212385464
2.0,13.0,0.488234989,Kawhi Leonard,LAC,SG/SF,,52.0,33.60801282,23.82692308,2.0,6.5,3.923076923,1.384615385,0.538461538,0.512055109,16.75,0.870967742,5.365384615,1.692307692,1.061370189,0.350963917,0.27432182899999996,0.024366383999999998,1.191706598,-0.207481206,0.409770965,1.034899807,0.254196421,4.673076923,8.576923077,7.747823778269146
4.0,39.0,0.127537344,Karl-Anthony Towns,MIN,PF/C,,29.0,33.00172414,20.75862069,2.068965517,8.137931034,4.8275862069999995,0.689655172,0.5862068970000001,0.495327103,14.75862069,0.874074074,4.655172414,2.965517241,0.590757506,0.41472401,0.9541814829999999,0.425002306,-0.7864375240000001,-0.113403356,0.01647803,0.9370076279999999,-1.2904739920000001,4.068965517,7.310344828,7.4841171968889935
3.0,29.0,0.184861942,Devin Booker,PHO,SG/SF,,53.0,34.63081761,27.75471698,2.094339623,4.528301887,5.5283018870000005,0.962264151,0.33962264200000003,0.493908154,20.13207547,0.854748603,6.7547169810000005,2.735849057,1.66381069,0.43818291200000004,-0.544075265,0.7353715609999999,-0.01047965,-0.599275019,-0.012609006,1.004669531,-1.01183828,5.773584906,9.943396226,7.452975051173372
4.0,38.0,0.132731558,Jrue Holiday,MIL,PG/SG,,67.0,32.57562189,19.25373134,2.358208955,5.089552239,7.388059701,1.179104478,0.37313432799999996,0.478983382,15.26865672,0.858757062,2.641791045,2.940298507,0.359939313,0.682135743,-0.311115841,1.55911743,0.60673758,-0.5332433129999999,-0.329288118,0.420179607,-1.259878375,2.2686567159999997,7.3134328360000005,7.288600088037278
2.0,18.0,0.35296706299999997,Fred VanVleet,TOR,PG,,69.0,36.73888889,19.34782609,3.0,4.057971014,7.173913043,1.782608696,0.5507246379999999,0.39298561200000004,16.11594203,0.8975265020000001,4.101449275,2.028985507,0.374371456,1.275485264,-0.739296539,1.4642650659999998,2.3245601259999997,-0.183317893,-2.272770999,1.087671517,-0.154264433,3.68115942,6.333333333,7.195294450341258
2.0,19.0,0.349381127,Lauri Markkanen,UTA,SF/PF,,66.0,34.43282828,25.62121212,3.03030303,8.636363636,1.863636364,0.636363636,0.575757576,0.498689956,17.34848485,0.874686717,6.045454545,1.924242424,1.336576174,1.303501063,1.161067005,-0.8878253220000001,-0.9381272709999999,-0.133992784,0.10266194,1.2277584240000001,-0.027189089,5.287878788,8.651515152,7.132528538620679
6.0,62.0,-0.004262284,Brandon Ingram,NOR,SG/SF/PF,,45.0,34.18222222,24.71111111,1.4222222219999998,5.466666667,5.822222222000001,0.7111111109999999,0.42222222200000004,0.483832335,18.55555556,0.882352941,6.044444444,3.288888889,1.19698593,-0.18320397300000002,-0.154586122,0.865558223,-0.72536505,-0.43652012,-0.27241836199999997,1.353980587,-1.6827916719999998,5.333333333,8.977777778,7.036024772586923
9.0,104.0,-0.154011025,Giannis Antetokounmpo,MIL,PF/C,,63.0,32.11931217,31.0952381,0.746031746,11.77777778,5.698412697999999,0.825396825,0.80952381,0.553208138,20.28571429,0.64507772,12.25396825,3.904761905,2.176175968,-0.808356503,2.464980716,0.8107190479999999,-0.400060652,0.326622144,1.6590153230000002,-5.185220364,-2.4299749040000003,7.904761905,11.22222222,7.006594127438084
6.0,68.0,-0.021430107,Zion Williamson,NOR,PF/C,,29.0,32.97011494,26.0,0.24137931,6.965517241000001,4.586206897,1.103448276,0.551724138,0.607675906,16.17241379,0.713709677,8.551724137999999,3.413793103,1.3946742230000002,-1.274918453,0.46754509899999996,0.318087734,0.39138874700000004,-0.18134846899999998,2.544127596,-2.01810074,-1.8343267,6.103448276,9.827586207000001,6.88105928607338
4.0,47.0,0.061948077000000004,Jaylen Brown,BOS,SG/SF,,67.0,35.89452736,26.62686567,2.432835821,6.850746269,3.462686567,1.119402985,0.38805970100000003,0.49096167799999996,20.64179104,0.764534884,5.134328358,2.940298507,1.490822157,0.751129873,0.419906858,-0.179555143,0.436802446,-0.5038342339999999,-0.09712468,-0.500736208,-1.259878375,3.9253731339999995,10.13432836,6.508154137817506
4.0,48.0,0.059281692999999996,Darius Garland,CLE,PG,,69.0,35.46642512,21.5942029,2.449275362,2.68115942,7.7971014489999995,1.231884058,0.130434783,0.46235606700000004,16.36231884,0.862928349,4.652173913,2.8840579710000003,0.718918142,0.76632858,-1.310772771,1.7402950259999999,0.7569700890000001,-1.0114605140000001,-0.730027416,0.7949309040000001,-1.1916468,4.014492754,7.565217391,6.495271496184716
5.0,55.0,0.02950702,Bradley Beal,WAS,SG,Probable - back,50.0,33.45833333,23.2,1.6,3.92,5.42,0.9,0.66,0.505694761,17.56,0.842105263,4.56,2.9,0.96521345,-0.018844622,-0.796564473,0.687401211,-0.18770916899999998,0.031999188,0.274996373,0.520059048,-1.210987827,3.84,8.88,6.312880158351014
3.0,35.0,0.152558839,Bam Adebayo,MIA,C,,75.0,34.64088889,20.38666667,0.013333333000000001,9.173333332999999,3.2,1.173333333,0.813333333,0.540394973,14.85333333,0.8059701490000001,5.36,2.4933333330000003,0.5337076270000001,-1.4857518269999999,1.383948204,-0.295907376,0.590310517,0.334128462,0.9468828640000001,0.083326883,-0.717615806,4.32,8.026666667,6.294619179975086
2.0,20.0,0.301290075,Myles Turner,IND,C,,62.0,29.43817204,17.951612899999997,1.5,7.516129032,1.435483871,0.580645161,2.258064516,0.548431105,11.82258065,0.7826086959999999,4.451612903,1.661290323,0.16022188699999998,-0.111296757,0.696088752,-1.077467675,-1.09672509,3.180838782,0.883116525,-0.21499275399999998,0.291827,3.483870968,6.483870968,6.001712238706775
8.0,93.0,-0.105648975,Ja Morant,MEM,PG,Suspended - suspension (0g) - 12/19/2023,61.0,31.93989071,26.16393443,1.508196721,5.852459016,8.081967212999999,1.081967213,0.262295082,0.466227348,19.90163934,0.748490946,8.147540983999999,3.37704918,1.4198182959999999,-0.103718713,0.0055455619999999995,1.866471131,0.33024476,-0.751641885,-0.77813796,-1.14967336,-1.789748609,6.0983606560000005,9.278688525,5.934175219865845
3.0,28.0,0.204975717,DeMar DeRozan,CHI,SF/PF,,74.0,36.23783784,24.54054054,0.621621622,4.635135135,5.094594595,1.121621622,0.486486486,0.504221028,17.60810811,0.871892925,7.067567567999999,2.0675675680000003,1.170824013,-0.9233763190000001,-0.49973175200000003,0.543268811,0.44311760299999997,-0.30989328,0.239724508,1.381920435,-0.20107257,6.162162162,8.878378377999999,5.922761722368752
7.0,84.0,-0.074698794,Kevin Porter,HOU,PG,Injured - arrested (0g) - 3/19/2024,59.0,34.30367232,19.15254237,2.389830508,5.322033898,5.728813559,1.3898305080000002,0.288135593,0.44230769200000003,14.98305085,0.7840909090000001,4.474576271,3.1864406780000003,0.344419065,0.7113705440000001,-0.21461916399999997,0.824184556,1.206550996,-0.700725527,-1.0869766109999999,-0.197992513,-1.55850049,3.5084745760000002,6.627118643999999,5.708617306492055
3.0,36.0,0.14895234699999998,Desmond Bane,MEM,SG/SF,,58.0,31.74913793,21.5,2.8620689660000003,5.017241379,4.379310345,0.9655172409999999,0.379310345,0.47923322700000004,16.18965517,0.8829268290000001,3.534482759,2.172413793,0.70446941,1.147965079,-0.341130069,0.22644667300000001,-0.00122001,-0.5210740389999999,-0.342766086,0.7961532170000001,-0.328273047,3.120689655,7.75862069,5.665015639979988
4.0,42.0,0.09125502,De'Aaron Fox,SAC,PG,,73.0,33.35890411,25.01369863,1.630136986,4.191780822,6.123287671,1.1369863009999999,0.315068493,0.512396694,18.23287671,0.779545455,6.02739726,2.479452055,1.243396455,0.009017665,-0.683755807,0.9989096829999999,0.486851835,-0.647656717,0.45582345700000004,-0.34051649,-0.700774902,4.698630137,9.342465752999999,5.664815549394164
5.0,50.0,0.055935939000000004,Zach LaVine,CHI,SG/SF,,77.0,35.947402600000004,24.84415584,2.649350649,4.480519481,4.246753247,0.896103896,0.233766234,0.48487031700000005,18.02597403,0.8481308409999999,5.558441557999999,2.519480519,1.2173921779999999,0.951302454,-0.563908414,0.16773292,-0.19879909199999998,-0.807855364,-0.239004275,0.725900874,-0.749337831,4.714285714,8.74025974,5.619535371456827
3.0,27.0,0.21614345699999998,O.G. Anunoby,TOR,SG/SF,,67.0,35.60646766,16.776119400000002,2.119402985,4.955223881,1.955223881,1.910447761,0.746268657,0.475706215,13.20895522,0.8383233529999999,2.492537313,1.970149254,-0.020073951,0.461354525,-0.366871809,-0.847258299,2.688442966,0.201983666,-0.34672943100000003,0.25732715100000003,-0.082883708,2.089552239,6.28358209,5.550793188281099
3.0,34.0,0.153494451,Dejounte Murray,ATL,PG/SG,,74.0,36.39662162,20.47297297,1.7972972969999998,5.256756757,6.054054054,1.513513514,0.256756757,0.46398787,17.82432432,0.831578947,2.5675675680000003,2.162162162,0.5469451879999999,0.163560941,-0.24171389199999999,0.968243912,1.55860397,-0.762554647,-0.7537075759999999,0.217907829,-0.315835667,2.135135135,8.27027027,5.381134738852845
7.0,74.0,-0.031261436000000004,Julius Randle,NYK,PF,,77.0,35.55,25.14285714,2.8311688310000003,9.961038961,4.1038961039999995,0.636363636,0.272727273,0.459497207,18.597402600000002,0.7570621470000001,6.8961038960000005,2.805194805,1.263206639,1.119397245,1.71090292,0.10445694900000001,-0.9381272709999999,-0.73108621,-0.901901342,-0.8122326240000001,-1.095969227,5.220779221,8.545454545,5.279378332659698
4.0,44.0,0.07739452,Pascal Siakam,TOR,PF/C,,71.0,37.34882629,24.22535211,1.309859155,7.830985915,5.845070422999999,0.915492958,0.507042254,0.47981721200000005,18.49295775,0.774261603,6.6760563379999995,2.38028169,1.122480775,-0.28708602699999997,0.826777095,0.875678417,-0.143609806,-0.269390026,-0.374722867,-0.47311644399999997,-0.580460435,5.169014085,8.873239437,5.255355162046637
3.0,26.0,0.245441541,Nikola Vucevic,CHI,C,,82.0,33.49004065,17.64634146,1.4756097559999999,11.01219512,3.2317073169999997,0.731707317,0.695121951,0.520034843,14.0,0.835443038,1.926829268,1.695121951,0.113399706,-0.13384605800000002,2.147208631,-0.281863197,-0.666739732,0.10120377300000001,0.495658809,0.18316980300000002,0.250782134,1.609756098,7.280487805,5.216820936433428
2.0,22.0,0.274105458,Brook Lopez,MIL,C,,78.0,30.41666667,15.88461538,1.743589744,6.666666667,1.269230769,0.474358974,2.4743589740000003,0.530589544,11.52564103,0.784210526,2.435897436,1.371794872,-0.15681181,0.11390716099999999,0.343500531,-1.15110646,-1.399259526,3.607027178,0.574864345,-0.108218041,0.643045744,1.91025641,6.115384615,5.019872967798375
3.0,31.0,0.175038482,Chris Paul,PHO,PG,,59.0,32.01045198,13.88135593,1.661016949,4.254237288000001,8.881355932,1.542372881,0.372881356,0.44011976,11.322033900000001,0.83125,2.7118644069999998,1.93220339,-0.464069435,0.03756685,-0.6578318639999999,2.2205458119999997,1.640749664,-0.5337417720000001,-0.8588973879999999,0.227871884,-0.036847411000000004,2.254237288,4.9830508469999995,4.967493127373021
7.0,80.0,-0.055623926,D'Angelo Russell,LAL,PG/SG,,71.0,32.45234742,17.78873239,2.7323943660000003,3.028169014,6.154929577000001,0.9859154929999999,0.408450704,0.46940928299999995,13.35211268,0.828703704,3.042253521,2.61971831,0.135239463,1.0280781429999999,-1.166738732,1.012924889,0.056841848,-0.46365563299999996,-0.46718496200000004,0.234826957,-0.8709473090000001,2.521126761,6.267605634,4.6618702715385645
4.0,46.0,0.067688385,Jalen Brunson,NYK,PG/SG,,68.0,34.98210784,24.01470588,1.970588235,3.5441176469999998,6.191176471,0.897058824,0.220588235,0.491213389,17.57352941,0.8290816329999999,5.764705882,2.088235294,1.0901720990000001,0.323772112,-0.9525827920000001,1.028979791,-0.196080974,-0.833821402,-0.078422819,0.453326313,-0.22614686,4.779411765,8.632352941,4.5805179157185565
3.0,32.0,0.173399196,Mikal Bridges,BKN,SG/SF,,83.0,35.69919679,20.13253012,2.036144578,4.385542169,3.2891566269999997,1.096385542,0.7349397590000001,0.46803472799999996,15.26506024,0.8951841359999999,4.253012048,1.5301204819999998,0.49472845600000004,0.384380351,-0.603330857,-0.256417071,0.371285286,0.17966111199999998,-0.561462068,1.100784003,0.450963548,3.807228916,7.144578312999999,4.324569553735964
2.0,24.0,0.270888428,Nicolas Claxton,BKN,C,,76.0,29.8754386,12.64473684,0.0,9.236842105,1.894736842,0.855263158,2.486842105,0.70528109,7.723684211,0.540650407,3.236842105,1.263157895,-0.653740646,-1.4980787780000002,1.41030893,-0.874049931,-0.31504872,3.631624043,2.256009471,-2.293873719,0.774845198,1.75,5.447368421,4.2632999197706205
9.0,97.0,-0.118554511,Draymond Green,GSW,PF/C,Questionable - left ankle,73.0,31.47237443,8.452054795,0.547945205,7.191780822,6.849315067999999,1.01369863,0.8219178079999999,0.52742616,6.493150685,0.712962963,1.479452055,2.794520548,-1.296809385,-0.9914917390000001,0.561460824,1.320490302,0.135924145,0.351043382,0.289787564,-0.354376575,-1.083019113,1.054794521,3.4246575339999996,4.218627205115031
6.0,61.0,0.0013734,Jamal Murray,DEN,PG/SG,,65.0,32.82102564,19.96923077,2.646153846,3.953846154,6.153846154,1.015384615,0.246153846,0.45437079700000005,16.01538462,0.833333333,3.323076923,2.230769231,0.46968179,0.9483469409999999,-0.7825158759999999,1.0124450059999999,0.140723156,-0.78344671,-0.892530525,0.298727256,-0.399070441,2.769230769,7.276923077,4.208676633213771
7.0,83.0,-0.068707202,Alperen Sengun,HOU,C,,75.0,28.94488889,14.78666667,0.253333333,9.04,3.88,0.933333333,0.933333333,0.553191489,10.65333333,0.7152777779999999,3.84,2.5733333330000003,-0.325213918,-1.263866704,1.328605243,0.005286245,-0.09282872,0.5705774579999999,0.864997336,-0.891249165,-0.814672597,2.746666667,5.893333332999999,4.180885071156567
7.0,79.0,-0.053195176,Tyler Herro,MIA,PG/SG,Probable - thigh contusion,67.0,34.87711443,20.10447761,3.029850746,5.373134328,4.179104478,0.76119403,0.23880597,0.439134355,16.55223881,0.934065934,2.71641791,2.358208955,0.490425795,1.303082917,-0.19340879600000002,0.137769129,-0.582808355,-0.7979250259999999,-1.27248118,0.990270509,-0.553681575,2.537313433,7.268656716000001,4.171224498158868
8.0,88.0,-0.088453647,C.J. McCollum,NOR,PG/SG,,75.0,35.31711111,20.90666667,2.813333333,4.373333333,5.72,0.933333333,0.5066666670000001,0.436755952,17.92,0.768907563,3.173333333,2.44,0.613464627,1.102907946,-0.608398405,0.82028075,-0.09282872,-0.270130085,-1.4358105559999998,-0.272657103,-0.652911279,2.44,7.8266666670000005,3.7908369028770004
10.0,113.0,-0.16803531300000002,Josh Giddey,OKC,SG/SF,,76.0,31.14714912,16.57894737,1.0,7.881578947,6.171052632,0.75,0.407894737,0.482110912,14.71052632,0.731034483,1.907894737,2.776315789,-0.05031597,-0.573557431,0.847776856,1.020066303,-0.614671193,-0.464751116,-0.253781375,-0.362150971,-1.06093292,1.394736842,7.092105263,3.68437462854057
13.0,148.0,-0.30285749300000003,Jordan Poole,GSW,PG/SG,,82.0,29.97703252,20.42682927,2.609756098,2.7439024389999997,4.5,0.768292683,0.25609756100000003,0.430359937,15.58536585,0.869879518,5.06097561,3.073170732,0.53986772,0.9146964459999999,-1.2847298870000001,0.279903959,-0.562602653,-0.7638535320000001,-1.38892376,0.961004545,-1.421080271,4.4024390239999995,6.707317073,3.514868387292089
3.0,33.0,0.156011383,Jarrett Allen,CLE,C,Questionable - left ankle,68.0,32.64779412,14.25,0.014705882,9.794117647,1.661764706,0.794117647,1.2352941179999999,0.643769968,9.205882353,0.733031674,3.25,1.367647059,-0.407527233,-1.484482876,1.6416185209999998,-0.977240698,-0.48909412700000005,1.165563495,1.90448639,-0.5972989329999999,0.648077911,2.3823529409999997,5.926470588,3.514813361211683
5.0,49.0,0.057607265,Buddy Hield,IND,SG/SF,,80.0,31.02354167,16.8,3.6,5.0,2.8125,1.15,0.325,0.45761079,12.975,0.821705426,1.6125,1.7375,-0.016411171999999998,1.830198073,-0.348286486,-0.46754344700000006,0.523894202,-0.628087594,-0.667076974,0.09241011699999999,0.19936866600000003,1.325,5.9375,3.4529616512273495
5.0,53.0,0.038789214,Evan Mobley,CLE,PF/C,,79.0,34.36940928,16.16455696,0.278481013,9.0,2.835443038,0.759493671,1.5063291140000001,0.55438226,11.98734177,0.674342105,3.848101266,1.848101266,-0.11387469300000001,-1.240617137,1.312002354,-0.457381246,-0.58764828,1.6996131019999998,0.9947331079999999,-1.322910401,0.065186117,2.594936709,6.64556962,3.445835948271964
9.0,108.0,-0.15910777199999998,Kelly Olynyk,UTA,PF/C,,68.0,28.55392157,12.45588235,1.367647059,6.176470588,3.7058823530000002,0.882352941,0.544117647,0.499102334,8.191176471,0.853448276,3.411764706,2.470588235,-0.68270693,-0.233659877,0.140033761,-0.071835997,-0.23793999600000001,-0.196336362,0.046483277999999996,0.494013406,-0.6900212290000001,2.911764706,4.0882352939999995,3.265656040366357
8.0,90.0,-0.098412804,Markelle Fultz,ORL,PG/SG,,60.0,29.63361111,13.95,0.45,3.9,5.683333332999999,1.45,0.433333333,0.5139911629999999,11.31666667,0.783216783,2.383333333,2.316666667,-0.453540887,-1.082044172,-0.804865918,0.804039918,1.3778182490000002,-0.41462669399999996,0.303189278,-0.112402948,-0.50328206,1.8666666669999998,5.816666667000001,3.227940561778907
5.0,56.0,0.017796157,Deandre Ayton,PHO,C,,67.0,30.37985075,17.95522388,0.104477612,9.955223881,1.71641791,0.552238806,0.7910447759999999,0.588500564,13.23880597,0.76,2.985074627,1.791044776,0.160775735,-1.401486996,1.708489242,-0.953033056,-1.177581323,0.290210903,1.727571789,-0.329188496,0.134407615,2.2686567159999997,7.791044776000001,3.199060972588856
6.0,72.0,-0.026391785,Jerami Grant,POR,PF,,63.0,35.64338624,20.47619048,2.285714286,4.492063492,2.3809523809999997,0.80952381,0.8412698409999999,0.475355969,14.49206349,0.812865497,5.428571429,1.841269841,0.547438685,0.615112873,-0.559116815,-0.658689609,-0.44524181799999996,0.38917478899999997,-0.386233967,0.18655572899999998,0.073474069,4.412698413,6.8888888889999995,3.0833125209388155
6.0,66.0,-0.017765984,Klay Thompson,GSW,SG/SF,,69.0,33.02705314,21.86956522,4.3623188410000004,4.144927536,2.362318841,0.710144928,0.420289855,0.43610223600000003,18.14492754,0.8787878790000001,1.913043478,1.782608696,0.761152897,2.534978115,-0.7032033040000001,-0.666942997,-0.728115208,-0.440327672,-1.470156656,0.408078619,0.144642351,1.68115942,7.913043478,3.0621228853589155
