Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,zscore
249,Nikola Joki?,C,27,DEN,69,69,33.7,9.4,14.8,0.632,0.8,2.2,0.38299999999999995,8.5,12.7,0.675,0.66,4.9,6.0,0.8220000000000001,2.4,9.4,11.8,9.8,1.3,0.7,3.6,2.5,24.5,12.990375034703435
143,Joel Embiid,C,28,PHI,66,66,34.6,11.0,20.1,0.5479999999999999,1.0,3.0,0.33,10.0,17.1,0.5870000000000001,0.573,10.0,11.7,0.857,1.7,8.4,10.2,4.2,1.0,1.7,3.4,3.1,33.1,12.18086477655808
125,Luka Don?i?,PG,23,DAL,66,66,36.2,10.9,22.0,0.496,2.8,8.2,0.342,8.1,13.8,0.588,0.56,7.8,10.5,0.742,0.8,7.8,8.6,8.0,1.4,0.5,3.6,2.5,32.4,11.71239072621428
11,Giannis Antetokounmpo,PF,28,MIL,63,63,32.1,11.2,20.3,0.5529999999999999,0.7,2.7,0.275,10.5,17.6,0.596,0.5720000000000001,7.9,12.3,0.645,2.2,9.6,11.8,5.7,0.8,0.8,3.9,3.1,31.1,11.239019819482577
110,Anthony Davis,C,29,LAL,56,54,34.0,9.7,17.2,0.563,0.3,1.3,0.257,9.3,15.9,0.589,0.573,6.2,7.9,0.784,3.5,9.1,12.5,2.6,1.1,2.0,2.2,2.6,25.9,10.83150072932613
164,Shai Gilgeous-Alexander,PG,24,OKC,68,68,35.5,10.4,20.3,0.51,0.9,2.5,0.345,9.5,17.8,0.5329999999999999,0.531,9.8,10.9,0.905,0.9,4.0,4.8,5.5,1.6,1.0,2.8,2.8,31.4,9.438008927749568
190,James Harden,PG,33,PHI,58,58,36.8,6.4,14.5,0.441,2.8,7.2,0.385,3.6,7.3,0.495,0.536,5.4,6.2,0.867,0.7,5.4,6.1,10.7,1.2,0.5,3.4,1.9,21.0,9.434825350274462
239,LeBron James,PF,38,LAL,55,54,35.5,11.1,22.2,0.5,2.2,6.9,0.321,8.9,15.3,0.58,0.5489999999999999,4.6,5.9,0.768,1.2,7.1,8.3,6.8,0.9,0.6,3.2,1.6,28.9,8.870890245638176
21,LaMelo Ball,PG,21,CHO,36,36,35.2,8.2,20.0,0.41100000000000003,4.0,10.6,0.376,4.2,9.4,0.45,0.51,2.8,3.4,0.836,1.2,5.3,6.4,8.4,1.3,0.3,3.6,3.3,23.3,8.821881346535255
137,Kevin Durant,PF,34,TOT,47,47,35.6,10.3,18.3,0.56,2.0,4.9,0.40399999999999997,8.3,13.4,0.617,0.614,6.5,7.1,0.919,0.4,6.3,6.7,5.0,0.7,1.4,3.3,2.1,29.1,8.8031572187135
465,Jayson Tatum,SF,24,BOS,74,74,36.9,9.8,21.1,0.466,3.2,9.3,0.35,6.6,11.8,0.5579999999999999,0.5429999999999999,7.2,8.4,0.8540000000000001,1.1,7.7,8.8,4.6,1.1,0.7,2.9,2.2,30.1,8.603715222234943
428,Domantas Sabonis,C,26,SAC,79,79,34.6,7.3,11.9,0.615,0.4,1.1,0.373,6.9,10.8,0.639,0.632,4.1,5.5,0.742,3.2,9.1,12.3,7.3,0.8,0.5,2.9,3.5,19.1,8.495318382595825
536,Trae Young,PG,24,ATL,73,73,34.8,8.2,19.0,0.429,2.1,6.3,0.335,6.1,12.7,0.47600000000000003,0.485,7.8,8.8,0.8859999999999999,0.8,2.2,3.0,10.2,1.1,0.1,4.1,1.4,26.2,8.259847588730548
140,Anthony Edwards,SG,21,MIN,79,79,36.0,8.9,19.5,0.45899999999999996,2.7,7.3,0.369,6.3,12.2,0.513,0.528,4.0,5.3,0.7559999999999999,0.6,5.2,5.8,4.4,1.6,0.7,3.3,2.4,24.6,8.188117569499417
346,Ja Morant,PG,23,MEM,61,59,31.9,9.3,19.9,0.466,1.5,4.9,0.307,7.8,15.0,0.519,0.504,6.1,8.1,0.748,1.0,4.9,5.9,8.1,1.1,0.3,3.4,1.6,26.2,8.120413957555433
235,Jaren Jackson Jr.,C,23,MEM,63,63,28.4,6.6,13.0,0.506,1.6,4.5,0.355,5.0,8.6,0.585,0.5670000000000001,3.8,4.9,0.7879999999999999,1.7,5.0,6.8,1.0,1.0,3.0,1.7,3.6,18.6,7.954886441162206
186,Tyrese Haliburton,PG,22,IND,56,56,33.6,7.4,15.0,0.49,2.9,7.2,0.4,4.5,7.8,0.5720000000000001,0.586,3.1,3.6,0.871,0.6,3.1,3.7,10.4,1.6,0.4,2.5,1.2,20.7,7.949272877594419
527,Zion Williamson,PF,22,NOP,29,29,33.0,9.8,16.2,0.608,0.2,0.7,0.368,9.6,15.5,0.618,0.615,6.1,8.6,0.7140000000000001,2.0,5.0,7.0,4.6,1.1,0.6,3.4,2.2,26.0,7.561837273386205
292,Damian Lillard,PG,32,POR,58,58,36.3,9.6,20.7,0.46299999999999997,4.2,11.3,0.371,5.4,9.4,0.574,0.564,8.8,9.6,0.914,0.8,4.0,4.8,7.3,0.9,0.3,3.3,1.9,32.2,7.505453474497923
161,Paul George,SF,32,LAC,56,56,34.6,8.2,17.9,0.457,2.8,7.6,0.371,5.4,10.3,0.521,0.536,4.6,5.3,0.871,0.8,5.3,6.1,5.1,1.5,0.4,3.1,2.8,23.8,7.318651227780757
108,Stephen Curry,PG,34,GSW,56,56,34.7,10.0,20.2,0.493,4.9,11.4,0.42700000000000005,5.1,8.8,0.579,0.614,4.6,5.0,0.915,0.7,5.4,6.1,6.3,0.9,0.4,3.2,2.1,29.4,7.269970662851221
393,Kristaps Porzi??is,C,27,WAS,65,65,32.6,7.8,15.7,0.498,2.1,5.5,0.385,5.7,10.2,0.5589999999999999,0.565,5.4,6.4,0.851,1.8,6.6,8.4,2.7,0.9,1.5,2.1,3.0,23.2,6.841255049193612
173,RaiQuan Gray,PF,23,BRK,1,0,35.0,6.0,12.0,0.5,2.0,5.0,0.4,4.0,7.0,0.5710000000000001,0.583,2.0,2.0,1.0,3.0,6.0,9.0,7.0,0.0,1.0,4.0,5.0,16.0,6.804403019976837
485,Fred VanVleet,PG,28,TOR,69,69,36.7,6.3,16.1,0.39299999999999996,3.0,8.8,0.342,3.3,7.3,0.455,0.486,3.7,4.1,0.898,0.4,3.6,4.1,7.2,1.8,0.6,2.0,2.8,19.3,6.747418464961471
3,Bam Adebayo,C,25,MIA,75,75,34.6,8.0,14.9,0.54,0.0,0.2,0.083,8.0,14.7,0.545,0.541,4.3,5.4,0.8059999999999999,2.5,6.7,9.2,3.2,1.2,0.8,2.5,2.8,20.4,6.635615469377849
94,Nic Claxton,C,23,BRK,76,76,29.9,5.4,7.7,0.705,0.0,0.0,0.0,5.4,7.7,0.708,0.705,1.8,3.2,0.541,2.4,6.8,9.2,1.9,0.9,2.5,1.3,2.8,12.6,6.588950524558742
507,Russell Westbrook,PG,34,TOT,73,24,29.1,5.9,13.6,0.436,1.2,3.9,0.311,4.7,9.7,0.48700000000000004,0.48100000000000004,2.8,4.3,0.6559999999999999,1.2,4.6,5.8,7.5,1.0,0.5,3.5,2.2,15.9,6.5393718746110885
214,Jrue Holiday,PG,32,MIL,67,65,32.6,7.3,15.3,0.479,2.4,6.1,0.384,5.0,9.1,0.542,0.556,2.3,2.6,0.8590000000000001,1.2,3.9,5.1,7.4,1.2,0.4,2.9,1.7,19.3,6.280002933088771
338,Donovan Mitchell,SG,26,CLE,68,68,35.8,10.0,20.6,0.484,3.6,9.3,0.386,6.4,11.3,0.5660000000000001,0.5720000000000001,4.7,5.4,0.867,0.9,3.3,4.3,4.4,1.5,0.4,2.6,2.5,28.3,6.274422421797263
230,Kyrie Irving,PG-SG,30,TOT,60,60,37.4,9.9,20.1,0.494,3.1,8.3,0.379,6.8,11.8,0.574,0.5720000000000001,4.1,4.6,0.905,1.0,4.1,5.1,5.5,1.1,0.8,2.1,2.8,27.1,6.251043896298397
442,Pascal Siakam,PF,28,TOR,71,71,37.4,8.9,18.5,0.48,1.3,4.0,0.324,7.6,14.5,0.523,0.515,5.2,6.7,0.774,1.8,6.0,7.8,5.8,0.9,0.5,2.4,3.2,24.2,6.2438009888321355
389,Kevin Porter Jr.,PG,22,HOU,59,59,34.3,6.6,15.0,0.442,2.4,6.5,0.366,4.2,8.5,0.501,0.522,3.5,4.5,0.784,1.3,4.0,5.3,5.7,1.4,0.3,3.2,2.6,19.2,6.179001628334626
106,Cade Cunningham,PG,21,DET,12,12,33.3,7.8,18.7,0.415,1.4,5.1,0.27899999999999997,6.3,13.6,0.466,0.45299999999999996,3.0,3.6,0.8370000000000001,1.0,5.2,6.2,6.0,0.8,0.6,3.3,2.8,19.9,6.045134229597314
64,Jaylen Brown,SF,26,BOS,67,67,35.9,10.1,20.6,0.491,2.4,7.3,0.335,7.7,13.4,0.5760000000000001,0.55,3.9,5.1,0.765,1.2,5.7,6.9,3.5,1.1,0.4,2.9,2.6,26.6,5.991908377814955
75,Jimmy Butler,PF,33,MIA,64,64,33.4,7.5,13.9,0.539,0.6,1.6,0.35,6.9,12.3,0.564,0.56,7.4,8.7,0.85,2.2,3.7,5.9,5.3,1.8,0.3,1.6,1.3,22.9,5.951737375839063
166,Jacob Gilyard,PG,24,MEM,1,0,41.0,1.0,3.0,0.33299999999999996,1.0,3.0,0.33299999999999996,0.0,0.0,,0.5,0.0,0.0,,0.0,4.0,4.0,7.0,3.0,0.0,2.0,3.0,3.0,5.921915334696228
478,Karl-Anthony Towns,PF,27,MIN,29,29,33.0,7.3,14.8,0.495,2.1,5.7,0.366,5.2,9.1,0.5760000000000001,0.565,4.1,4.7,0.8740000000000001,1.7,6.5,8.1,4.8,0.7,0.6,3.0,3.8,20.8,5.789070018189113
405,Julius Randle,PF,28,NYK,77,77,35.5,8.5,18.6,0.45899999999999996,2.8,8.3,0.34299999999999997,5.7,10.3,0.5529999999999999,0.536,5.2,6.9,0.757,1.8,8.1,10.0,4.1,0.6,0.3,2.8,3.0,25.1,5.7053877573820255
351,Dejounte Murray,SG,26,ATL,74,74,36.4,8.3,17.8,0.46399999999999997,1.8,5.2,0.344,6.5,12.6,0.514,0.514,2.1,2.6,0.8320000000000001,0.7,4.5,5.3,6.1,1.5,0.3,2.2,1.4,20.5,5.635729199081326
229,Brandon Ingram,SF,25,NOP,45,45,34.2,9.0,18.6,0.484,1.4,3.6,0.39,7.6,14.9,0.507,0.522,5.3,6.0,0.882,0.5,5.0,5.5,5.8,0.7,0.4,3.3,2.6,24.7,5.630639176936972
481,Myles Turner,C,26,IND,62,62,29.4,6.5,11.8,0.5479999999999999,1.5,4.0,0.373,5.0,7.8,0.638,0.612,3.5,4.5,0.7829999999999999,1.4,6.1,7.5,1.4,0.6,2.3,1.7,3.5,18.0,5.628844733212718
437,Alperen ?engün,C,20,HOU,75,72,28.9,5.9,10.7,0.5529999999999999,0.3,0.8,0.33299999999999996,5.6,9.9,0.57,0.565,2.7,3.8,0.715,3.2,5.8,9.0,3.9,0.9,0.9,2.6,3.4,14.8,5.590983651416647
176,Draymond Green,PF,32,GSW,73,73,31.5,3.4,6.5,0.527,0.5,1.8,0.305,2.9,4.7,0.612,0.57,1.1,1.5,0.713,0.9,6.3,7.2,6.8,1.0,0.8,2.8,3.1,8.5,5.54446508094301
339,Evan Mobley,PF,21,CLE,79,79,34.4,6.6,12.0,0.5539999999999999,0.3,1.3,0.21600000000000003,6.4,10.7,0.595,0.5660000000000001,2.6,3.8,0.674,2.4,6.6,9.0,2.8,0.8,1.5,1.8,2.8,16.2,5.454152013035129
380,Chris Paul,PG,37,PHO,59,59,32.0,5.0,11.3,0.44,1.7,4.4,0.375,3.3,6.9,0.48200000000000004,0.513,2.3,2.7,0.831,0.5,3.8,4.3,8.9,1.5,0.4,1.9,2.1,13.9,5.445138805894627
49,Devin Booker,SG,26,PHO,53,53,34.6,9.9,20.1,0.494,2.1,6.0,0.35100000000000003,7.8,14.2,0.5539999999999999,0.546,5.8,6.8,0.855,0.9,3.7,4.5,5.5,1.0,0.3,2.7,3.0,27.8,5.365490430292766
163,Josh Giddey,PF,20,OKC,76,76,31.1,7.1,14.7,0.48200000000000004,1.0,3.1,0.325,6.1,11.6,0.524,0.516,1.4,1.9,0.731,1.9,5.9,7.9,6.2,0.8,0.4,2.8,1.9,16.6,5.302255930656622
35,Bradley Beal,SG,29,WAS,50,50,33.5,8.9,17.6,0.506,1.6,4.4,0.365,7.3,13.2,0.552,0.551,3.8,4.6,0.8420000000000001,0.8,3.1,3.9,5.4,0.9,0.7,2.9,2.1,23.2,5.276198490610273
288,Kawhi Leonard,SF,31,LAC,52,50,33.6,8.6,16.8,0.512,2.0,4.8,0.41600000000000004,6.6,11.9,0.551,0.5720000000000001,4.7,5.4,0.871,1.1,5.4,6.5,3.9,1.4,0.5,1.7,1.6,23.8,5.1831504892429
153,De'Aaron Fox,PG,25,SAC,73,73,33.4,9.3,18.2,0.512,1.6,5.0,0.324,7.7,13.2,0.584,0.557,4.7,6.0,0.78,0.5,3.6,4.2,6.1,1.1,0.3,2.5,2.4,25.0,5.130274850663703
157,Darius Garland,PG,23,CLE,69,69,35.5,7.6,16.4,0.462,2.4,6.0,0.41,5.1,10.4,0.49200000000000005,0.537,4.0,4.7,0.863,0.4,2.3,2.7,7.8,1.2,0.1,2.9,2.1,21.6,5.07097276445052
167,Rudy Gobert,C,30,MIN,70,70,30.7,5.1,7.8,0.659,0.0,0.0,0.0,5.1,7.8,0.6629999999999999,0.659,3.1,4.9,0.644,3.3,8.3,11.6,1.2,0.8,1.4,1.7,3.0,13.4,5.015041505847308
297,Brook Lopez,C,34,MIL,78,78,30.4,6.1,11.5,0.531,1.7,4.7,0.374,4.4,6.9,0.637,0.606,1.9,2.4,0.784,2.0,4.7,6.7,1.3,0.5,2.5,1.4,2.6,15.9,4.755733262915566
117,DeMar DeRozan,SF,33,CHI,74,74,36.2,8.9,17.6,0.504,0.6,1.9,0.324,8.3,15.7,0.526,0.522,6.2,7.1,0.872,0.5,4.2,4.6,5.1,1.1,0.5,2.1,2.5,24.5,4.729104953918602
14,OG Anunoby,SF,25,TOR,67,67,35.6,6.3,13.2,0.47600000000000003,2.1,5.5,0.387,4.2,7.7,0.539,0.556,2.1,2.5,0.838,1.4,3.5,5.0,2.0,1.9,0.7,2.0,3.0,16.8,4.710755271750209
28,Scottie Barnes,SF,21,TOR,77,76,34.8,6.0,13.2,0.456,0.8,2.9,0.281,5.2,10.3,0.505,0.48700000000000004,2.5,3.2,0.772,2.3,4.3,6.6,4.8,1.1,0.8,2.0,2.2,15.3,4.641166542842642
2,Steven Adams,C,29,MEM,42,42,27.0,3.7,6.3,0.597,0.0,0.0,0.0,3.7,6.2,0.599,0.597,1.1,3.1,0.364,5.1,6.5,11.5,2.3,0.9,1.1,1.9,2.3,8.6,4.578283841928063
489,Nikola Vu?evi?,C,32,CHI,82,82,33.5,7.3,14.0,0.52,1.5,4.2,0.349,5.8,9.8,0.594,0.573,1.6,1.9,0.835,1.9,9.1,11.0,3.2,0.7,0.7,1.7,2.2,17.6,4.446395488790151
